split,image_id,object_index,object_id,class_name,class_id,difficult,polygon_area_px,bbox_width_px,bbox_height_px,oriented_long_side_px,oriented_short_side_px,orientation_abs_deg,x1,y1,x2,y2,x3,y3,x4,y4,image_width,image_height,image_source,gsd,relative_area_image,aspect_ratio,tile_id,label_index,tile_x,tile_y,tile_size,retained_fraction,clipped_polygon_area_px,tile_x1,tile_y1,tile_x2,tile_y2,tile_x3,tile_y3,tile_x4,tile_y4,tile_instances_for_object,matched_iou,matched_confidence,matched_prediction_index,edge_margin_px,edge_margin_normalized,center_margin_normalized,relative_area_tile,log_aspect_ratio,tile_object_count,is_negative_tile,very_small,detected_iou40,detected_iou50,detected_iou60,size_group,orientation_group,small_area_threshold_train_q25,propensity_score,predicted_outcome_control,predicted_outcome_treated,aipw_score,cate_g_computation,cate_effect_forest,cate_quartile
val,P0075,1,val:P0075:1,roundabout,12,0,56576.0,221.0,256.0,256.0,221.0,90.0,119.0,270.0,340.0,270.0,340.0,526.0,119.0,526.0,451,839,GoogleEarth,0.139152881468,0.1495180885279434,1.158371040723982,P0075__x0_y0,1,0,0,1024,1.0,56576.0,119.0,270.0,340.0,270.0,340.0,526.0,119.0,526.0,1,0.0,0.0,-1,119.0,0.1162109375,0.22412109375,0.053955078125,0.7693537893705884,2,False,0,0,0,0,grand,75-90,0.0005035400390625,0.05,0.5557749378352167,0.2111489883035997,0.2404003008212427,-0.3446259495316169,-0.6134710937305724,Q1
val,P0131,0,val:P0131:0,baseball-diamond,3,0,20066.5,159.0,132.0,157.07960510253906,126.0991668701172,0.3720452872032956,679.0,1013.0,677.0,881.0,831.0,882.0,836.0,1008.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0102063496907552,1.245683131787317,P0131__x0_y256,0,0,256,1024,1.0,20066.5,679.0,757.0,677.0,625.0,831.0,626.0,836.0,752.0,2,0.7986864447593689,0.3644214272499084,11,188.0,0.18359375,0.261962890625,0.019136905670166,0.8090097652357314,25,False,0,1,1,1,grand,0-15,0.0005035400390625,0.05,0.5526888426172447,0.1385297135700379,-0.8850129789237913,-0.4141591290472068,-1.0,Q1
val,P0131,1,val:P0131:1,soccer-ball-field,13,0,76804.0,238.0,329.0,328.0243835449219,234.008544921875,89.30130561701652,369.0,507.0,603.0,505.0,607.0,833.0,372.0,834.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0390645345052083,1.4017624170708576,P0131__x0_y256,1,0,256,1024,1.0,76804.0,369.0,251.0,603.0,249.0,607.0,577.0,372.0,578.0,2,0.0,0.0,-1,249.0,0.2431640625,0.404052734375,0.0732460021972656,0.8762028083040716,25,False,0,0,0,0,grand,75-90,0.0005035400390625,0.05,0.7002641552245382,0.1819629886089124,0.218818996778625,-0.5183011666156258,-0.6020926590344738,Q1
val,P0131,10,val:P0131:10,tennis-court,4,0,3520.0,45.0,81.0,81.02468872070312,43.011627197265625,88.58557678859785,628.0,278.0,671.0,277.0,673.0,358.0,628.0,357.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0017903645833333,1.8837857109915177,P0131__x0_y0,5,0,0,1024,1.0,3520.0,628.0,278.0,671.0,277.0,673.0,358.0,628.0,357.0,2,0.9119249582290648,0.3950692415237427,14,277.0,0.2705078125,0.31005859375,0.00335693359375,1.0591039139546017,17,False,0,1,1,1,grand,75-90,0.0005035400390625,0.05,0.7344494861356147,0.1668771092828164,-0.8470992335521512,-0.5675723768527983,-0.4977118528509926,Q1
val,P0131,11,val:P0131:11,tennis-court,4,0,3397.0,44.0,80.0,80.0062484741211,43.011627197265625,89.28384005452959,554.0,279.0,597.0,278.0,598.0,358.0,555.0,357.0,1536,1280,GoogleEarth,2.68220901489e-06,0.001727803548177,1.8601074566927176,P0131__x0_y0,6,0,0,1024,1.0,3397.0,554.0,279.0,597.0,278.0,598.0,358.0,555.0,357.0,2,0.9154282212257384,0.578159749507904,5,278.0,0.271484375,0.310546875,0.003239631652832,1.0508591963961222,17,False,0,1,1,1,grand,75-90,0.0005035400390625,0.05,0.7307919999385571,0.1663207382177635,-0.8478481038907334,-0.5644712617207935,-0.5052866462688346,Q1
val,P0131,12,val:P0131:12,tennis-court,4,0,3349.5,44.0,77.0,77.0064926147461,43.0,90.0,480.0,280.0,524.0,280.0,524.0,357.0,481.0,357.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0017036437988281,1.7908486654592115,P0131__x0_y0,7,0,0,1024,1.0,3349.5,480.0,280.0,524.0,280.0,524.0,357.0,481.0,357.0,2,0.913487434387207,0.5054436326026917,9,280.0,0.2734375,0.31103515625,0.0031943321228027,1.0263457307477384,17,False,0,1,1,1,grand,75-90,0.0005035400390625,0.05,0.719744865847171,0.1663422644953946,-0.8484080057231753,-0.5534026013517763,-0.6225899455116888,Q1
val,P0131,13,val:P0131:13,tennis-court,4,0,3571.5,46.0,79.0,79.0,45.0111083984375,90.0,408.0,281.0,453.0,280.0,453.0,359.0,407.0,359.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0018165588378906,1.755122297826871,P0131__x0_y0,8,0,0,1024,1.0,3571.5,408.0,281.0,453.0,280.0,453.0,359.0,407.0,359.0,2,0.8711047172546387,0.3470337390899658,18,280.0,0.2734375,0.312255859375,0.0034060478210449,1.0134618328453409,17,False,0,1,1,1,grand,75-90,0.0005035400390625,0.05,0.7216389679159156,0.1663422644953946,-0.8483083161406098,-0.555296703420521,-0.6580027067992056,Q1
val,P0131,14,val:P0131:14,tennis-court,4,0,3578.0,46.0,80.0,80.0062484741211,45.0,89.28384005452959,333.0,281.0,378.0,280.0,379.0,360.0,334.0,360.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0018198649088541,1.7779166327582463,P0131__x0_y0,9,0,0,1024,1.0,3578.0,333.0,281.0,378.0,280.0,379.0,360.0,334.0,360.0,2,0.9393861889839172,0.382862240076065,16,280.0,0.2734375,0.312744140625,0.0034122467041015,1.0217012340756018,17,False,0,1,1,1,grand,75-90,0.0005035400390625,0.05,0.7318807378983008,0.1663207382177635,-0.8477908018928522,-0.5655599996805372,-0.5512658177293903,Q1
val,P0131,15,val:P0131:15,ground-track-field,6,0,195072.0,328.0,605.0,605.0074462890625,319.0015563964844,89.7158910252171,322.0,383.0,650.0,380.0,647.0,985.0,328.0,984.0,1536,1280,GoogleEarth,2.68220901489e-06,0.09921875,1.8965658134191163,P0131__x0_y256,10,0,256,1024,1.0,195072.0,322.0,127.0,650.0,124.0,647.0,729.0,328.0,728.0,2,0.0,0.0,-1,124.0,0.12109375,0.4169921875,0.18603515625,1.0635258330016093,25,False,0,0,0,0,grand,75-90,0.0005035400390625,0.05,0.6823305882236994,0.1816879333394961,0.2176000695617961,-0.5006426548842033,-0.5563969463111452,Q1
val,P0131,19,val:P0131:19,swimming-pool,14,0,1679.0,64.0,29.0,62.0322494506836,26.305892944335938,0.9548412538721892,944.0,1078.0,1004.0,1077.0,1002.0,1106.0,940.0,1104.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0008539835611979,2.358112289970377,P0131__x0_y256,11,0,256,1024,1.0,1679.0,944.0,822.0,1004.0,821.0,1002.0,850.0,940.0,848.0,1,0.0,0.0,-1,20.0,0.01953125,0.05029296875,0.001601219177246,1.2113789976347882,25,False,0,0,0,0,moyen,0-15,0.0005035400390625,0.05,0.4925746642523974,0.1397854313897404,0.165710413718814,-0.3527892328626569,-1.0,Q1
val,P0131,20,val:P0131:20,swimming-pool,14,0,1012.0,48.0,23.0,47.04253387451172,21.02379608154297,2.436648246810131,795.0,1078.0,842.0,1080.0,841.0,1101.0,794.0,1100.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0005147298177083,2.237585148374365,P0131__x0_y256,12,0,256,1024,1.0,1012.0,795.0,822.0,842.0,824.0,841.0,845.0,794.0,844.0,1,0.0,0.0,-1,179.0,0.1748046875,0.185791015625,0.0009651184082031,1.1748277273359744,25,False,0,0,0,0,moyen,0-15,0.0005035400390625,0.05,0.5155344932513117,0.125488983195161,0.1526223775768089,-0.3900455100561507,-0.4914547704076826,Q1
val,P0131,21,val:P0131:21,swimming-pool,14,0,1298.0,61.0,23.0,59.00847244262695,21.09502220153809,0.9710219310791666,579.0,1080.0,638.0,1081.0,636.0,1102.0,577.0,1103.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0006601969401041,2.797269985253892,P0131__x0_y256,13,0,256,1024,1.0,1298.0,579.0,824.0,638.0,825.0,636.0,846.0,577.0,847.0,1,0.0,0.0,-1,177.0,0.1728515625,0.18408203125,0.0012378692626953,1.3342823836082935,25,False,0,0,0,0,moyen,0-15,0.0005035400390625,0.05,0.5488643061895158,0.1787556350198295,0.2076432300824356,-0.3701086711696861,-1.0,Q1
val,P0131,22,val:P0131:22,swimming-pool,14,0,717.5,45.0,17.0,45.0,16.124515533447266,1.3639275316029114,368.0,1086.0,410.0,1085.0,411.0,1102.0,366.0,1102.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0003649393717447,2.790781521879277,P0131__x0_y256,14,0,256,1024,1.0,717.5,368.0,830.0,410.0,829.0,411.0,846.0,366.0,846.0,1,0.0,0.0,-1,178.0,0.173828125,0.181884765625,0.0006842613220214,1.332572204137339,25,False,0,0,0,0,petit,0-15,0.0005035400390625,0.05,0.5463884279483906,0.1787556350198295,0.2075129207013238,-0.367632792928561,-0.5464668103754435,Q1
val,P0131,23,val:P0131:23,swimming-pool,14,0,996.5,58.0,19.0,57.00876998901367,18.027755737304688,1.06091169026422,203.0,1054.0,257.0,1053.0,256.0,1071.0,199.0,1072.0,1536,1280,GoogleEarth,2.68220901489e-06,0.000506846110026,3.162277702212588,P0131__x0_y256,15,0,256,1024,1.0,996.5,203.0,798.0,257.0,797.0,256.0,815.0,199.0,816.0,1,0.0,0.0,-1,199.0,0.1943359375,0.21240234375,0.0009503364562988,1.4260624490066185,25,False,0,0,0,0,moyen,0-15,0.0005035400390625,0.05,0.5565060309211162,0.192426827634993,0.2217166187361045,-0.3640792032861231,-0.9371359333230238,Q1
val,P0131,24,val:P0131:24,swimming-pool,14,0,1134.0,54.0,42.0,50.990196228027344,23.323806762695312,25.46334506187162,6.0,1065.0,48.0,1045.0,60.0,1065.0,14.0,1087.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0005767822265625,2.1861867038609817,P0131__x0_y256,16,0,256,1024,1.0,1134.0,6.0,809.0,48.0,789.0,60.0,809.0,14.0,831.0,1,0.0,0.0,-1,6.0,0.005859375,0.03125,0.0010814666748046,1.1588248111082735,25,False,0,0,0,0,moyen,15-30,0.0005035400390625,0.05,0.4631066915419071,0.1325738809161424,0.1569479173130848,-0.3305328106257648,-0.2002003583406002,Q3
val,P0131,25,val:P0131:25,swimming-pool,14,0,1402.5,37.0,43.0,43.185646057128906,29.017236709594727,84.55966796899449,285.0,837.0,314.0,838.0,318.0,880.0,281.0,880.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0007133483886718,1.4882756235313512,P0131__x0_y256,17,0,256,1024,1.0,1402.5,285.0,581.0,314.0,582.0,318.0,624.0,281.0,624.0,2,0.6346158981323242,0.3394451737403869,13,281.0,0.2744140625,0.29248046875,0.0013375282287597,0.911589949903272,25,False,0,1,1,1,moyen,75-90,0.0005035400390625,0.05,0.6986335748065359,0.139486420736096,-0.8763749700635599,-0.5591471540704398,-0.5747829742146348,Q1
val,P0131,26,val:P0131:26,swimming-pool,14,0,806.5,23.0,38.0,38.05259704589844,20.02498435974121,88.45184230102204,296.0,654.0,316.0,655.0,317.0,692.0,294.0,692.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0004102071126302,1.900256018296845,P0131__x0_y0,12,0,0,1024,1.0,806.5,296.0,654.0,316.0,655.0,317.0,692.0,294.0,692.0,2,0.0,0.0,-1,294.0,0.287109375,0.298583984375,0.0007691383361816,1.0647990152671127,17,False,0,0,0,0,petit,75-90,0.0005035400390625,0.05,0.670185651681429,0.1657705306087863,0.2010434596446511,-0.5044151210726426,-0.464119339692483,Q1
val,P0131,27,val:P0131:27,swimming-pool,14,0,834.0,24.0,36.0,36.013885498046875,23.0,90.0,2.0,725.0,25.0,725.0,25.0,760.0,1.0,761.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0004241943359375,1.5658211086107336,P0131__x0_y0,13,0,0,1024,1.0,834.0,2.0,725.0,25.0,725.0,25.0,760.0,1.0,761.0,2,0.7654493451118469,0.5525175333023071,6,1.0,0.0009765625,0.012939453125,0.0007953643798828,0.9422785477112324,17,False,0,1,1,1,petit,75-90,0.0005035400390625,0.05,0.62889279654132,0.1742312530973455,-0.8453007049794271,-0.4546615434439744,-0.5875259700343359,Q1
val,P0131,28,val:P0131:28,swimming-pool,14,0,759.5,27.0,33.0,33.0151481628418,23.0867919921875,88.26429541107161,289.0,477.0,312.0,475.0,311.0,508.0,285.0,506.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0003863016764322,1.4300448574238476,P0131__x0_y0,14,0,0,1024,1.0,759.5,289.0,477.0,312.0,475.0,311.0,508.0,285.0,506.0,2,0.7256183624267578,0.2983436286449432,21,285.0,0.2783203125,0.292236328125,0.0007243156433105,0.887909717027281,17,False,0,1,1,1,petit,75-90,0.0005035400390625,0.05,0.6856632547451167,0.1658981440580428,-0.8506458951658984,-0.5197651106870739,-0.5571188802887448,Q1
val,P0131,29,val:P0131:29,swimming-pool,14,1,914.5,32.0,31.0,32.24903106689453,27.01851272583008,7.125016348901798,1.0,272.0,33.0,276.0,32.0,303.0,1.0,303.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0004651387532552,1.1935901651634586,P0131__x0_y0,15,0,0,1024,1.0,914.5,1.0,272.0,33.0,276.0,32.0,303.0,1.0,303.0,2,0.0,0.0,-1,1.0,0.0009765625,0.016357421875,0.0008721351623535,0.7855395463929313,17,False,0,0,0,0,petit,0-15,0.0005035400390625,0.05,0.5024182847238056,0.1310418874678411,0.1574849550848835,-0.3713763972559644,-0.41095020625711987,Q2
val,P0131,31,val:P0131:31,swimming-pool,14,0,749.0,45.0,18.0,45.0,16.0,2.6630007660671424,452.0,1085.0,495.0,1083.0,497.0,1101.0,452.0,1101.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0003809611002604,2.8125,P0131__x0_y256,22,0,256,1024,1.0,749.0,452.0,829.0,495.0,827.0,497.0,845.0,452.0,845.0,1,0.0,0.0,-1,179.0,0.1748046875,0.18310546875,0.0007143020629882,1.33828514193353,25,False,0,0,0,0,petit,0-15,0.0005035400390625,0.05,0.5531416979174449,0.1772327266992114,0.2063454476422348,-0.3759089712182335,-0.5277854872318958,Q1
val,P0131,32,val:P0131:32,swimming-pool,14,0,311.0,24.0,14.0,24.020824432373047,13.152946472167969,0.0,505.0,1084.0,527.0,1084.0,527.0,1098.0,503.0,1097.0,1536,1280,GoogleEarth,2.68220901489e-06,0.0001581827799479,1.8262694585735475,P0131__x0_y256,23,0,256,1024,1.0,311.0,505.0,828.0,527.0,828.0,527.0,842.0,503.0,841.0,1,0.0,0.0,-1,182.0,0.177734375,0.184814453125,0.0002965927124023,1.0389576295305425,25,False,1,0,0,0,tres petit,0-15,0.0005035400390625,0.05,0.5174050878975487,0.138159748660736,-3.1424403124515328,-0.3792453392368127,-1.0,Q1
